tc,tc_float,ev,ev_min,ev_max,n2,n3,n4,n5,n6,n7,n8,n9,n10,nA
1,1.033112582781457,0.20583513707507128,0.20583487601411102,0.2059115272872958,9,11,12,11,11,15,12,13,43,14
0,0.0,-0.38815880576208484,-0.38815909824626565,-0.38810026988899315,16,16,19,15,16,19,15,17,66,16
1,1.4647887323943662,0.456119265645473,0.45611913339411897,0.45620024097582257,22,20,20,20,22,24,23,21,89,23
1,1.0833333333333333,1.3608986260221365,1.3608982878134597,1.360960652337718,9,5,9,5,8,7,10,5,26,12
0,-0.9059233449477352,-0.6564461815026684,-0.6564464834093506,-0.6563713751353459,23,24,24,22,20,21,22,23,87,21
0,-0.5864661654135339,-0.6008516251058573,-0.6008519481318523,-0.600781849738534,21,18,23,22,19,20,21,22,80,20
0,0.7247386759581882,-0.15892352930829862,-0.15892378058848158,-0.15885635462881292,20,20,24,23,22,23,22,20,91,22
-3,-3.679245283018868,-2.0666801006869604,-2.066680378528583,-2.0666385208685325,20,16,13,18,21,18,17,16,60,13
-4,-4.55,-2.059670128922747,-2.059670733468077,-2.059634714977525,8,5,7,7,9,4,5,6,24,5
-2,-2.5490196078431375,-1.803056587667648,-1.803056911808122,-1.803014859820651,6,9,12,8,8,6,9,6,33,5
-6,-6.359712230215828,-3.34141519841632,-3.3414155103148353,-3.341351213830523,16,14,12,10,12,11,6,11,39,8
0,0.7123287671232876,0.2906543105421422,0.2906537799293851,0.29071681860833276,16,15,21,16,19,15,12,15,70,20
2,2.5365853658536586,2.179428580240007,2.1794285544333647,2.1794545899527042,5,1,3,3,2,3,4,4,13,3
-1,-1.7190082644628097,-0.9296644830654559,-0.9296648449642391,-0.9296260771489512,9,6,11,12,10,7,10,12,37,7
1,1.0947368421052632,0.5010183661549991,0.5010180115746956,0.5011030289878522,16,10,17,16,12,13,14,17,58,17
0,-0.9219858156028369,-0.7923406513359743,-0.7923409001534353,-0.7922859559306369,22,22,22,23,22,22,20,23,86,20
-4,-4.105263157894737,0.7915235641114928,0.7915215208281181,0.7915881341950955,2,6,2,2,5,2,1,4,9,5
2,2.614525139664804,1.2443822910582565,1.2443820612526324,1.2444456297190736,12,11,11,13,17,15,14,13,57,16
-1,-1.3866666666666667,-1.3043949543747648,-1.3043949997148492,-1.3043411651821983,6,6,3,8,8,7,4,4,27,2
0,0.0,-0.25626571314346486,-0.25626667619283555,-0.2562036062397878,10,9,10,13,5,5,10,5,38,9
0,0.18505338078291814,-0.3525281262671962,-0.35252827145553944,-0.3524691972797881,23,21,21,23,20,22,22,20,89,20
-1,-1.0612244897959182,-0.8916289040289569,-0.8916294463753318,-0.8915479360782085,24,24,24,22,23,24,21,21,89,22
0,-0.5531914893617021,-0.894976069105417,-0.8949764330227193,-0.8949297901220676,9,8,5,10,8,8,5,2,32,7
1,1.04,0.08534086558295721,0.08534078660679491,0.08538453281993245,6,8,10,8,3,9,8,11,31,6
1,1.9117647058823528,0.8193626575061848,0.8193624546379371,0.8194341855244953,17,23,18,21,22,19,22,19,88,23
-3,-3.0044444444444447,-1.6151704430912788,-1.6151710631747807,-1.6150972756689734,19,21,15,18,18,19,20,17,62,16
0,-0.5714285714285714,-0.4829419817940729,-0.4829422474411951,-0.48289033814547205,22,21,22,21,22,19,20,21,86,19
1,1.8738738738738738,-0.27072964537450445,-0.27072986250603953,-0.27069057608700914,8,9,9,11,2,13,8,8,37,6
10,10.947368421052632,16.322364168460098,16.322364168460098,16.32236627724352,3,0,1,2,1,0,0,1,9,2
-1,-1.2682926829268293,-0.584427008640336,-0.5844273425789436,-0.5843534848968623,20,19,19,19,18,18,22,22,70,19
0,0.2694300518134715,0.0679700239288837,0.06796995384465022,0.0680042531042112,15,18,12,14,15,14,15,15,64,11
0,0.8253968253968255,0.3865413335657445,0.38654107057291776,0.3865857092622243,10,9,5,10,13,12,9,9,39,10
0,0.23963133640552994,0.1485652889830765,0.1485651392552371,0.1486165255061732,16,15,18,13,19,17,19,18,66,16
0,-0.9059233449477352,-0.6693901876233567,-0.6693905384934382,-0.6692993271925495,22,23,23,23,22,21,22,23,86,22
-1,-1.5182481751824817,-0.6102055201267174,-0.6102057180327974,-0.6101520992882027,11,15,10,9,11,10,9,10,42,10
1,1.318840579710145,0.4482147794527784,0.4482145763498734,0.4482834211572298,20,20,22,21,21,19,22,20,89,22
-1,-1.0612244897959184,-0.9633746167244778,-0.9633748860118716,-0.9632835562897759,22,12,17,14,12,19,13,14,59,14
-1,-1.7333333333333334,-0.14118081916220043,-0.1411894263819748,-0.1411477780215199,0,2,3,5,2,3,2,2,7,4
0,-0.4463519313304721,-0.2482665981056971,-0.24826707874939788,-0.24818338576157029,18,14,21,20,18,14,21,18,68,21
-2,-2.5365853658536586,-1.6558550587240146,-1.6558554487241715,-1.6557932963616735,18,19,22,19,22,20,20,18,71,17
0,-0.8702928870292888,-0.7166576851770255,-0.7166579390187999,-0.7165876260030363,20,19,16,20,22,18,15,16,75,18
0,0.7647058823529412,0.3170176657512762,0.31701741249565063,0.3170811659234027,14,16,14,15,18,16,17,14,61,19
-1,-1.52046783625731,-0.4865099448760504,-0.486510479997206,-0.48642134382264834,15,14,12,14,16,9,12,13,52,14
1,1.9180327868852458,0.9999222432154887,0.9999220218845747,0.999978305720705,17,19,19,17,19,17,18,18,77,23
0,-0.24413145539906106,-0.3200041317529611,-0.32000425553274947,-0.3199482398936741,17,20,15,15,14,18,17,17,65,15
0,-0.1774744027303754,-0.5276054256053914,-0.527605676394656,-0.5275360010963549,22,23,23,23,22,24,23,21,90,22
0,0.0,0.7663327110979983,0.766332670653052,0.7663814731833272,14,13,13,8,11,8,15,13,48,11
-2,-2.6,-1.0006550409277277,-1.0006553174480808,-1.0006060527203142,5,6,2,5,6,5,8,2,18,3
1,1.1111111111111112,0.44865425525314834,0.44865412478827266,0.44871530353702993,18,14,15,17,20,20,22,19,70,19
-2,-2.849315068493151,-0.6173642240057339,-0.6173658516289097,-0.6173099293020683,6,3,7,3,11,10,2,5,21,5
2,2.9433962264150946,1.3219157067784213,1.3219156248657145,1.3219784952327134,16,14,14,20,12,12,19,17,71,17
1,1.019607843137255,1.034104056890311,1.0341035264441585,1.0341571475615927,9,8,5,8,10,7,6,7,31,11
2,2.567901234567901,1.9133449627820853,1.9133448066540835,1.9133832424425081,10,3,4,6,6,5,8,6,28,5
1,1.2839506172839505,0.43852296682696945,0.4385227716376336,0.4385971392262353,6,7,6,6,4,9,6,6,23,8
2,2.1411764705882352,1.6726233130381347,1.6726231706417594,1.6726770503261499,12,15,9,10,10,14,15,22,49,14
0,0.0,-0.3392141318068591,-0.33921424306273174,-0.339174283471148,13,18,21,18,17,15,18,19,72,15
0,0.3586206896551724,-0.14594151050771567,-0.1459416840548354,-0.14587676562099852,21,22,23,22,23,22,23,21,91,22
0,0.16720257234726688,-0.20530098751329676,-0.2053011550580493,-0.20523052695443728,24,24,24,24,23,24,24,24,96,24
1,1.793103448275862,0.6755498295679805,0.6755496843336328,0.6756126307447684,12,11,14,15,11,11,17,14,55,14
0,-0.4727272727272727,-1.1463519805324947,-1.1463532259849256,-1.146284784590809,6,7,9,12,6,13,10,8,30,9
-3,-3.466666666666667,-1.0169679152644817,-1.0169680982061862,-1.0169540824097836,2,3,4,3,2,2,0,2,11,1
0,-0.5591397849462365,-0.4968508071960265,-0.49685112498146033,-0.4967935152460349,14,20,16,15,10,14,12,12,57,16
1,1.461847389558233,0.40971571515295785,0.409715616216098,0.4097583779479809,14,20,17,20,21,19,19,20,81,18
-3,-3.484536082474227,-1.722804234945492,-1.7228045932622558,-1.7226993353574496,15,17,20,12,15,17,16,16,51,15
-1,-1.3448275862068966,-0.5096947186925743,-0.5096948213069309,-0.5096370709087509,9,9,8,8,12,8,11,8,37,6
1,1.8245614035087718,0.8655877082491626,0.8655875873733068,0.8656646021315967,16,16,16,15,19,18,21,17,70,20
2,2.1052631578947367,0.5339016639426796,0.5339015461424347,0.5339547863780155,16,19,17,20,17,20,20,19,81,18
5,5.012048192771084,3.0197891846848606,3.019789040896933,3.019841572848222,7,3,7,5,5,6,7,8,26,9
0,-0.7402135231316725,-0.6606890973229621,-0.660689445145082,-0.6606019972542453,23,21,23,20,22,24,22,21,83,22
0,0.0,0.4954564085871111,0.4954561861532026,0.49550492279155867,16,14,11,16,12,12,15,18,50,19
0,0.3623693379790941,-0.17825935714443134,-0.1782596683083269,-0.17818068793357786,22,22,23,23,20,23,20,22,89,23
0,0.1992337164750958,-0.36049875275559723,-0.3604991284819368,-0.3604307913704237,18,22,21,22,16,23,20,19,77,23
0,0.0,1.1174542379640895,1.1174537692985247,1.1174855700532424,6,2,3,3,4,7,7,6,15,3
7,7.428571428571429,5.019252171461113,5.0192514066980864,5.01926890960182,3,4,2,0,6,9,3,6,18,5
4,4.144927536231884,2.1931844934810716,2.1931844364184934,2.193222852812678,11,8,11,9,7,10,11,14,47,10
5,5.553398058252427,3.0735560169909144,3.0735558739431865,3.073590653859868,7,8,8,7,5,10,3,9,37,9
-1,-1.4647887323943662,-0.7055563370188978,-0.7055563633878178,-0.7055087358377266,15,12,10,6,11,15,13,10,43,7
-1,-1.5445544554455446,-1.226044376772203,-1.2260447555439118,-1.2260023985388837,13,16,15,20,16,14,18,16,61,13
1,1.52046783625731,0.8065789087917044,0.8065787190012155,0.8066585947504188,10,14,14,11,13,14,11,17,52,15
0,0.16720257234726688,-0.1523666351225644,-0.15236686297031146,-0.15229053948064247,24,24,24,23,24,24,24,24,96,24
-1,-1.3744493392070485,-1.1040995194908014,-1.1040999285545023,-1.1040443460127718,16,17,21,18,20,16,18,15,70,16
10,10.79245283018868,5.957796449677261,5.957796390746521,5.957811691592197,3,5,2,4,2,4,5,1,24,3
1,1.4444444444444444,0.00603049439121499,0.00603043936747127,0.00607075581221665,18,18,13,17,12,20,20,14,71,13
-1,-1.1818181818181819,-1.1323993219085031,-1.1324001952480287,-1.1323203539303164,11,14,14,18,13,13,15,12,52,14
0,0.5473684210526316,0.4220220255731886,0.4220217442344178,0.42212360443812197,8,8,7,7,7,7,7,6,29,9
-5,-5.032258064516129,-0.304465097126715,-0.3044661491856105,-0.30442573867142775,3,3,3,1,4,2,2,2,8,3
0,-0.7675276752767527,-0.4128763613714593,-0.4128771238083106,-0.41278238051573285,23,19,23,21,21,18,21,22,81,22
-1,-1.6082474226804124,-1.0396026161687932,-1.039603130797086,-1.039545647570729,13,17,14,17,17,13,17,14,58,14
-1,-1.4246575342465755,-0.8074659219040302,-0.8074734841901939,-0.8073960277211747,3,1,13,6,3,6,8,9,17,7
0,-0.6666666666666666,-0.11211134735593656,-0.11211160366909441,-0.1120274594255769,20,19,21,12,20,18,17,18,70,19
-3,-3.25,-0.6808459435005064,-0.6808467673648396,-0.6807414739879609,10,10,10,7,7,6,5,3,27,11
7,7.74468085106383,5.471614216029913,5.471614167072554,5.471630784969812,0,4,1,4,6,3,4,3,19,3
2,2.1971830985915495,0.9099616853814481,0.9099615057716578,0.9100195311191203,19,14,19,16,12,15,16,13,73,16
-1,-1.1885714285714286,-0.4580957021295599,-0.45809599732689016,-0.4580232302787461,19,13,12,11,17,14,10,11,55,13
-1,-1.9622641509433965,-0.9933774386379927,-0.9933789710670434,-0.9933202087902087,3,7,2,6,4,6,3,2,15,5
0,0.0,0.1490297660539215,0.14902922742229363,0.14911801879457476,13,14,12,16,14,12,17,17,53,16
1,1.4979423868312756,0.1724681313383286,0.17246806235388867,0.17250648626320686,16,18,19,21,16,19,17,20,81,16
5,5.352941176470588,4.652441180794232,4.652440989570497,4.6524649574143115,5,2,5,8,5,1,4,6,27,5
2,2.260869565217391,1.332573539095762,1.332573415331603,1.3326256757392234,15,12,13,12,9,12,8,12,52,16
2,2.488038277511962,1.0640736058835152,1.0640733483713196,1.0641364171415513,14,11,19,15,15,17,16,18,63,21
3,3.466666666666667,2.468677090485494,2.468676955924723,2.4687131294467672,8,8,7,8,7,5,9,8,36,9
-1,-1.1555555555555554,-0.940704735217149,-0.9407050255874359,-0.9405995991524078,14,17,15,15,11,14,16,10,53,15
2,2.3168316831683167,1.1550812928687404,1.1550811371746759,1.155132684878623,16,15,14,16,15,14,13,14,70,15
1,1.8571428571428572,1.295676823658012,1.2956766884130393,1.2957276843621182,12,13,14,11,14,10,11,13,57,13
0,0.0,-0.27759294630827724,-0.2775931397578893,-0.27751341094097665,24,24,24,24,24,24,24,24,96,24
4,4.0,2.9713720342664454,2.9713718352098724,2.9714186792219213,4,2,3,4,4,4,4,6,14,7
0,0.0,-0.4525383155377346,-0.452538631383561,-0.45245989764653743,24,22,23,24,23,24,22,20,93,23
0,0.0,-0.2081314163968554,-0.20813167450633552,-0.20806478889566368,22,23,23,21,24,23,22,23,91,22
0,-0.4502164502164502,0.04392704612631006,0.04392666382876367,0.0440100469894321,18,20,19,18,17,12,16,21,72,18
0,0.6380368098159509,0.07910693906954877,0.07910685734379873,0.07914819870578074,9,14,13,12,13,13,12,14,51,12
3,3.0,2.6645803034620066,2.664580158711553,2.6646183637577243,8,10,8,7,6,4,9,7,39,6
0,-0.3781818181818182,-0.2005630269541502,-0.2005632903099162,-0.20048110254781915,24,23,21,20,22,18,20,19,87,21
6,6.558558558558559,3.951020608515294,3.951020397255317,3.951067493238354,8,9,7,8,3,8,8,11,37,12
0,0.8,-0.24544160479744856,-0.24544179396363136,-0.24539522599583583,14,13,18,15,12,17,16,15,62,13
0,0.0,-0.03672108006740833,-0.03672114880346193,-0.03667927694697676,15,15,13,11,15,16,13,15,57,12
8,8.125,3.9606917881399637,3.9606917881399637,3.960691788139964,2,1,4,0,2,2,4,3,14,0
1,1.0276679841897234,0.3490597387683574,0.34905959792172997,0.34913674570541575,18,20,17,19,20,20,20,20,78,21
1,1.7333333333333334,1.104596537764309,1.1045957940239652,1.10463833288683,2,5,4,5,6,6,2,6,18,6
0,0.16720257234726688,-0.2053009759314454,-0.20530115522394574,-0.20522789080818785,24,24,24,24,23,24,24,24,96,24
0,-0.787878787878788,-0.350238190501903,-0.3502386343409357,-0.3501995907966847,5,5,7,5,4,4,6,5,21,4
-2,-2.179640718562874,-2.1669583959585337,-2.1669587500700973,-2.166904620994136,11,13,14,16,12,17,13,12,51,8
1,1.3471502590673574,0.13118747268548445,0.13118736949141235,0.13122791262595304,15,14,12,14,14,20,14,16,61,13
0,0.23529411764705882,-0.08425010042271334,-0.08425023221524387,-0.08420228479683206,17,15,17,14,18,20,20,18,66,16
0,-0.7090909090909091,-0.3199930557336529,-0.31999326967462216,-0.31993262440491727,15,20,16,15,19,18,15,20,65,17
1,1.9259259259259258,0.5681487549051362,0.568148401764908,0.5681989002945677,4,8,3,6,6,10,9,5,25,5
0,-0.5217391304347826,-0.6592755838479235,-0.6592761480997092,-0.6591997598302675,23,24,24,24,23,24,20,22,92,23
1,1.0909090909090908,0.7398007157305118,0.7398003647160946,0.7398683381748699,8,12,9,8,14,14,14,10,41,13
-2,-2.2222222222222223,-1.490266126742108,-1.4902663331554464,-1.4902183498242765,9,8,11,9,8,13,7,12,32,8
3,3.0588235294117645,10.748097057437066,10.748097057437066,10.748097057437068,2,1,0,0,4,0,2,0,6,2
1,1.0558375634517767,0.00128188482948934,0.00128135573035143,0.00136049528579848,17,13,16,17,14,17,10,12,65,16
0,-0.5551601423487544,-0.415700276039767,-0.4157004569045708,-0.41564242965091125,23,22,21,20,22,22,23,23,85,20
0,0.7761194029850745,0.3302696575764125,0.3302694357964431,0.33031739743877553,12,7,12,10,9,10,10,12,42,10
0,-0.3781818181818182,-0.49873814179651116,-0.49873872399606267,-0.49866255669487847,18,22,22,22,23,21,21,21,83,22
4,4.53968253968254,2.5609390289489498,2.5609386068476923,2.5609872164733956,5,11,9,12,9,7,8,8,43,14
0,0.8783783783783784,0.3687023961877157,0.3687021838886072,0.36878564790820484,22,23,24,20,23,21,24,22,93,24
2,2.6,1.5464941228797262,1.546493986120495,1.5465622736405793,15,17,14,14,20,14,21,14,72,19
-4,-4.7272727272727275,-2.546316595182662,-2.5463168113949664,-2.546286667986568,17,10,12,12,13,10,6,12,44,7
-1,-1.575757575757576,-1.0114589280867945,-1.0114592767296922,-1.0113680540298138,13,13,18,12,9,13,13,14,48,12
1,1.25,0.7846660020622037,0.7846656291118078,0.784757983717848,19,18,17,13,12,14,17,14,67,17
0,0.0,-0.32368067898528624,-0.3236808445369349,-0.3236063315355664,21,23,24,23,23,23,23,23,91,23
-7,-7.28,-3.7415386212999406,-3.7415395734374406,-3.7414859588447107,7,3,3,6,5,3,4,2,14,3
3,3.1929824561403506,2.4236278642444815,2.423627378081108,2.423692376875047,8,8,9,4,13,10,7,6,38,11
0,-0.19475655430711608,-0.17842796790185284,-0.1784280649110485,-0.17838057783141031,23,21,21,17,21,21,20,21,84,18
0,0.6459627329192547,0.48521435394424844,0.485214222859102,0.4852604851783077,11,12,14,10,14,12,10,15,51,12
5,5.63855421686747,2.747515208201748,2.7475152007885777,2.7475412614352335,6,9,3,5,2,8,8,8,32,2
0,-0.527027027027027,-0.4940911545775305,-0.4940913551234034,-0.49402590504356475,23,24,24,21,23,24,21,24,90,22
1,1.9715639810426542,0.75733075979384,0.7573306250787488,0.7573725648010599,16,18,13,18,13,14,18,15,72,14
2,2.689655172413793,1.4585455831155671,1.4585453659227217,1.4586248501930559,13,12,13,11,13,13,14,14,55,16
-2,-2.08,-1.0816601634806757,-1.081661006277189,-1.0815893092322113,7,7,7,9,10,9,10,5,27,9
1,1.0758620689655174,0.08631356895840585,0.08631338928887304,0.08637479192462641,10,13,14,12,8,10,12,6,49,11
0,-0.16774193548387095,-0.31293128674972026,-0.31293152425064386,-0.3128555918041706,24,24,24,24,24,23,24,24,95,24
0,0.8082901554404145,0.24436902440489974,0.2443688279598797,0.24441362261684418,16,10,12,16,19,15,15,14,62,14
0,-0.6,-0.24316398673407433,-0.24316463336930247,-0.24306345892069683,23,19,20,19,23,19,15,21,79,22
1,1.4054054054054053,0.39956453143615556,0.39956390534867,0.39960531245225067,3,6,7,9,5,4,5,3,26,6
0,0.6265060240963854,-0.26015266853172986,-0.2601529464540956,-0.26011210451752237,13,9,10,13,17,18,13,9,53,11
0,0.6527196652719666,0.3700697865164829,0.3700696136639854,0.3701703130232091,20,18,20,17,15,17,18,21,73,20
8,8.666666666666666,6.592684768222179,6.5926847660789285,6.592698196416754,4,3,1,4,4,2,3,3,21,3
0,-0.33121019108280253,-0.5585604245263077,-0.5585609718871173,-0.558518917843525,7,11,15,13,16,11,13,10,49,12
0,0.33766233766233766,-0.0325420973286133,-0.03254235424146315,-0.03249648279791687,10,7,11,14,14,12,16,13,45,12
6,6.5546218487394965,2.837898126042212,2.83789808416069,2.8379333027656815,4,6,11,11,6,8,11,9,43,10
4,4.9523809523809526,3.4516068620935743,3.45160625065277,3.451641033086401,1,3,2,2,4,4,6,4,12,4
0,-0.9454545454545454,-0.13580331464042186,-0.13580339864977176,-0.13576132478022837,9,11,8,5,9,9,12,7,33,7
-1,-1.5950920245398774,-0.8737527864652955,-0.8737535550727524,-0.8736921152141262,13,11,11,15,14,15,12,13,43,16
-2,-2.9714285714285715,-1.334797207033541,-1.3347980810816706,-1.3347305974472252,10,5,11,10,8,5,10,8,30,8
4,4.68,2.1304494826356883,2.1304492841586993,2.1305057296865564,8,7,5,8,4,10,10,7,30,11
0,-0.7591240875912408,-0.8562306543644674,-0.8562308973117467,-0.8561873705063382,21,21,21,23,21,23,18,23,85,18
-1,-1.2999999999999998,-0.9691959478861728,-0.969196260834404,-0.9691298853995577,22,24,21,23,22,21,21,21,85,20
0,-0.16828478964401294,-0.36658118740754625,-0.36658143308719526,-0.36650460743796054,24,23,24,24,24,24,24,24,94,24
1,1.9259259259259258,2.3378436622414713,2.337843642058622,2.337846896690057,1,1,3,1,4,3,2,1,9,2
0,-0.7298245614035087,-0.6433123994467351,-0.6433128267772943,-0.6432252891216556,21,23,23,24,20,22,23,22,83,24
4,4.216216216216216,3.1987206271510757,3.198720372555749,3.1987497885133025,2,2,2,4,1,2,5,5,10,4
-1,-1.0116731517509727,-0.7822189547818522,-0.7822191390080452,-0.782147004509299,20,20,23,18,19,21,21,20,76,19
4,4.251572327044025,2.6931569937940854,2.6931567820865308,2.693231371757802,14,8,8,12,14,9,14,11,54,15
5,5.492957746478873,2.5825593444633603,2.5825591187313703,2.5826205941111517,9,7,12,11,9,12,8,11,50,13
-1,-1.056910569105691,-0.4328488849523157,-0.4328491546477922,-0.43276396389825367,22,20,19,15,22,19,18,18,74,19
-1,-1.1386861313868613,-0.8595297148073155,-0.8595302677468395,-0.8594951206067262,8,12,9,14,12,8,12,10,43,9
0,0.0,0.26631925528862577,0.26631914373477905,0.2664025354169161,18,8,11,12,11,10,16,11,47,13
0,-0.33766233766233766,-0.4268982944892028,-0.42689851657702,-0.42682756403029976,24,24,24,23,24,24,24,24,94,23
1,1.824561403508772,1.1750205038670967,1.1750202583735083,1.1750925397789649,13,17,12,10,13,12,13,10,57,14
-4,-4.837209302325582,0.7975509379049125,0.7975480790031854,0.7976529215446835,8,6,7,7,12,5,4,5,19,13
-1,-1.9622641509433965,0.6482882698933253,0.6482882636401869,0.6483266621139193,9,6,3,3,2,5,1,3,17,4
0,0.6666666666666666,1.2465714731654483,1.2465709710950255,1.2466234277107826,7,6,5,9,5,2,5,6,26,7
0,-0.7536231884057971,-0.716227990762642,-0.7162285843126383,-0.7161729429561648,6,4,5,6,5,8,6,4,19,6
0,0.0,-0.12372710431916943,-0.12372734424801238,-0.12365757940059799,22,23,21,22,22,18,20,20,89,21
2,2.179640718562874,0.8341982276654023,0.8341981577367811,0.8342335718542249,9,11,13,13,13,13,12,17,54,12
0,-0.37410071942446044,-0.28845842644304315,-0.2884586487362727,-0.2883921275882475,22,23,23,21,20,18,22,22,87,20
3,3.0313901345291483,1.4150315139246217,1.4150313680625386,1.41510386098919,13,20,15,16,15,16,18,18,73,19
1,1.6396396396396398,0.46023462177315505,0.46023435186783096,0.46028643120441926,14,16,18,16,18,21,13,17,68,21
-2,-2.8689655172413793,-1.6080797092962948,-1.6080802820945104,-1.608043410148282,10,14,11,15,9,9,12,14,43,8
3,3.2248062015503876,1.1200888730032996,1.1200886795479357,1.1201595560469544,6,9,8,14,7,11,9,13,40,12
15,15.757575757575758,10.307262283515849,10.307262252749696,10.307273162148508,0,7,2,4,3,3,4,7,31,5
1,1.5145631067961165,1.2792179886913675,1.279217800371627,1.2792749581944929,5,11,13,6,4,6,6,10,32,10
